Date,Model,N,R2,Alpha Monthly,Alpha Annualized,Alpha t-stat,MKT_RF,MKT_RF t-stat,SMB,SMB t-stat,HML,HML t-stat,RMW,RMW t-stat,CMA,CMA t-stat,MOM,MOM t-stat
2013-01-31,Carhart4,36,0.24642987853839748,0.003214281258359696,0.03926061998475028,0.5709896120938137,0.5208904710753084,3.1922421146830757,-0.4106841036909795,-1.522691247098921,-0.20849866737939923,-0.6666992869426787,,,,,-0.28468660654109684,-1.2782181851245242
2013-02-28,Carhart4,36,0.2607924133098136,0.0031052416250581505,0.03790593976252743,0.5044432134205685,0.528614022193562,3.1649510522994064,-0.4449825239920925,-1.746691802998994,-0.3206912512654747,-0.8848348475469772,,,,,-0.33520714230632964,-1.318582620268666
2013-03-31,Carhart4,36,0.2619153813137203,0.0031139182634815073,0.03801367676904732,0.5068253299163702,0.5280866068458859,3.0738775587135367,-0.44472479548659805,-1.7739726685902886,-0.3298451489880895,-0.8463132652438048,,,,,-0.33902036519986445,-1.2055930185353594
2013-04-30,Carhart4,36,0.23367547428547175,0.004539000200464875,0.05584855382349785,0.8162552908222349,0.4855788593451913,3.110278003702503,-0.2964902483718741,-1.1978530330634125,-0.24585209681003517,-0.5837919401902331,,,,,-0.3142596117279496,-1.1010151288184633
2013-05-31,Carhart4,36,0.18819826821661756,0.011008841104210418,0.14040586265999377,1.2675512915788523,0.2844629009634535,1.113107197942466,0.08474642015861468,0.4602294899599318,-0.18106644058022675,-0.3868694603178671,,,,,-0.43442814152624115,-1.23046750991032
2013-06-30,Carhart4,36,0.37581910017915054,0.003572779586296917,0.043725943159028224,0.8678293414271607,0.4530905248600643,2.7737895217267985,0.04450436103973314,0.25091508088086045,0.4375934332160043,1.635858426866948,,,,,-0.088153467467869,-0.663761367122993
2013-07-31,Carhart4,36,0.43544983705329854,0.003535887899889826,0.043265623465824854,0.8585985399104815,0.5577243958483837,4.627901625893127,-0.08750137987625325,-0.4944414305477417,0.4050163910883288,1.4762442053079194,,,,,-0.01731149801424109,-0.1555384436391207
2013-08-31,Carhart4,36,0.49175610658132074,0.0012241005567718163,0.014788507186546562,0.32363792857736634,0.5950033559818606,5.51535627822774,-0.029391393309236666,-0.15920124001559674,0.5018959579445768,1.8906569243426186,,,,,0.026610836216663013,0.20054417372094946
2013-09-30,Carhart4,36,0.4777992660974103,0.0013039496016887006,0.01576010319427379,0.3583799881852162,0.5806526379675043,4.432928177445894,-0.03435791243201475,-0.19224793018321062,0.5328784266374174,1.695008020883467,,,,,0.02581850594704787,0.19974250887142134
2013-10-31,Carhart4,36,0.5037155213526643,0.001710356799706969,0.020718457724446804,0.44385012407024194,0.6233959080998803,6.695190846860185,0.003207999419579291,0.019373307960240175,0.3328176141930115,1.0394410441859097,,,,,0.03866269816966178,0.30901884111167516
